revision;newArtefactsReferencingEditedOnes
/home/taes/taes//projects/archaius/revisions/rev_ca18a45_6a0c90e/rev_ca18a45-6a0c90e.revisions;0
/home/taes/taes//projects/ribbon/revisions/rev_1560385_802753b/rev_1560385-802753b.revisions;0
/home/taes/taes//projects/retrofit/revisions/rev_eddf401_25f99c7/rev_eddf401-25f99c7.revisions;0
/home/taes/taes//projects/atlas/revisions/rev_a913c71_8413fa7/rev_a913c71-8413fa7.revisions;0
/home/taes/taes//projects/jodd/revisions/rev_73e5728_66c592b/rev_73e5728-66c592b.revisions;0
/home/taes/taes//projects/zuul/revisions/rev_8a29cf4_d2e4bc8/rev_8a29cf4-d2e4bc8.revisions;0
/home/taes/taes//projects/elephant-bird/revisions/rev_03fa977_6b15900/rev_03fa977-6b15900.revisions;0
/home/taes/taes//projects/curator/revisions/rev_1ee1673_859a623/rev_1ee1673-859a623.revisions;0
/home/taes/taes//projects/archaius/revisions/rev_f60557c_fb39042/rev_f60557c-fb39042.revisions;0
/home/taes/taes//projects/ribbon/revisions/rev_42cd8f3_5aef73c/rev_42cd8f3-5aef73c.revisions;0
/home/taes/taes//projects/retrofit/revisions/rev_b0241b3_dddaf13/rev_b0241b3-dddaf13.revisions;0
/home/taes/taes//projects/atlas/revisions/rev_6a6ca7f_4143f71/rev_6a6ca7f-4143f71.revisions;0
/home/taes/taes//projects/jodd/revisions/rev_4fb5d07_e6cd9bb/rev_4fb5d07-e6cd9bb.revisions;0
/home/taes/taes//projects/zuul/revisions/rev_be63e1d_3057f90/rev_be63e1d-3057f90.revisions;0
