revision;file;nodeIdentifier1;nodeIdentifier2
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/load/LzoProtobufBlockPigLoader.java;private Pair<String, String> protobufsRead;private Pair<String, String> protobufsRead
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/load/LzoProtobufBlockPigLoader.java;private Pair<String, String> protobufErrors;private Pair<String, String> protobufErrors
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/output/LzoBinaryBlockRecordWriter.java;private BinaryBlockWriter<M> writer_;private BinaryBlockWriter<M> writer_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/output/LzoBinaryBlockRecordWriter.java;public LzoBinaryBlockRecordWriter(BinaryBlockWriter<M> writer) ;public LzoBinaryBlockRecordWriter(BinaryBlockWriter<M> writer) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/output/LzoBinaryBlockRecordWriter.java;public void write(NullWritable nullWritable, W protoWritable)      throws IOException, InterruptedException ;public void write(NullWritable nullWritable, W protoWritable)      throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/output/LzoBinaryBlockRecordWriter.java;public void close(TaskAttemptContext taskAttemptContext)      throws IOException, InterruptedException ;public void close(TaskAttemptContext taskAttemptContext)      throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;private static final Logger LOG ;private static final Logger LOG 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;private final LongWritable key_;private final LongWritable key_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;private final W value_;private final W value_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;private final TypeRef<M> typeRef_;private final TypeRef<M> typeRef_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;private final BinaryBlockReader<M> reader_;private final BinaryBlockReader<M> reader_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;private Counter recordsReadCounter;private Counter recordsReadCounter
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;private Counter recordErrorsCounter;private Counter recordErrorsCounter
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;public LzoBinaryBlockRecordReader(TypeRef<M> typeRef, BinaryBlockReader<M> reader, W binaryWritable) ;public LzoBinaryBlockRecordReader(TypeRef<M> typeRef, BinaryBlockReader<M> reader, W binaryWritable) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;@Override  public synchronized void close() throws IOException ;@Override  public synchronized void close() throws IOException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;@Override  public LongWritable getCurrentKey() throws IOException, InterruptedException ;@Override  public LongWritable getCurrentKey() throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;@Override  public W getCurrentValue() throws IOException, InterruptedException ;@Override  public W getCurrentValue() throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;@Override  protected void createInputReader(InputStream input, Configuration conf) throws IOException ;@Override  protected void createInputReader(InputStream input, Configuration conf) throws IOException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;@Override  public void initialize(InputSplit genericSplit, TaskAttemptContext context)                                     throws IOException, InterruptedException ;@Override  public void initialize(InputSplit genericSplit, TaskAttemptContext context)                                     throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;@Override  protected void skipToNextSyncPoint(boolean atFirstRecord) throws IOException ;@Override  protected void skipToNextSyncPoint(boolean atFirstRecord) throws IOException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryBlockRecordReader.java;@Override  public boolean nextKeyValue() throws IOException, InterruptedException ;@Override  public boolean nextKeyValue() throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/output/LzoThriftB64LineOutputFormat.java;public LzoThriftB64LineOutputFormat() ;public LzoThriftB64LineOutputFormat() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/output/LzoThriftB64LineOutputFormat.java;@SuppressWarnings("unchecked")  public static <M extends TBase<?>> Class<LzoThriftB64LineOutputFormat>     getOutputFormatClass(Class<M> thriftClass, Configuration jobConf) ;@SuppressWarnings("unchecked")  public static <M extends TBase<?>> Class<LzoThriftB64LineOutputFormat>     getOutputFormatClass(Class<M> thriftClass, Configuration jobConf) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/ThriftUtils.java;private static final String CLASS_CONF_PREFIX ;private static final String CLASS_CONF_PREFIX 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/ThriftUtils.java;public static void setClassConf(Configuration jobConf, Class<?> genericClass,                                  Class<? extends TBase<?>> thriftClass) ;public static void setClassConf(Configuration jobConf, Class<?> genericClass,                                  Class<? extends TBase<?>> thriftClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/ThriftUtils.java;private static void verifyAncestry(Class<?> tClass) ;private static void verifyAncestry(Class<?> tClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/ThriftUtils.java;public static<M extends TBase<?>> TypeRef<M> getTypeRef(Configuration jobConf, Class<?> genericClass) ;public static<M extends TBase<?>> TypeRef<M> getTypeRef(Configuration jobConf, Class<?> genericClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/ThriftUtils.java;public static<M extends TBase<?>> TypeRef<M> getTypeRef(String thriftClassName) ;public static<M extends TBase<?>> TypeRef<M> getTypeRef(String thriftClassName) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/ThriftUtils.java;public static <M> M getFieldValue(Object containingObject, String fieldName, Class<M> fieldClass) ;public static <M> M getFieldValue(Object containingObject, String fieldName, Class<M> fieldClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/ThriftUtils.java;public static <M> M getFieldValue(Class<?> containingClass, String fieldName, Class<M> fieldClass) ;public static <M> M getFieldValue(Class<?> containingClass, String fieldName, Class<M> fieldClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/ThriftUtils.java;private static <M> M getFieldValue(Class<?> containingClass, Object obj, String fieldName, Class<M> fieldClass) ;private static <M> M getFieldValue(Class<?> containingClass, Object obj, String fieldName, Class<M> fieldClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftBlockWriter.java;public ThriftBlockWriter(OutputStream out, Class<M> protoClass) ;public ThriftBlockWriter(OutputStream out, Class<M> protoClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftBlockWriter.java;public ThriftBlockWriter(OutputStream out, Class<M> protoClass, int numRecordsPerBlock) ;public ThriftBlockWriter(OutputStream out, Class<M> protoClass, int numRecordsPerBlock) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/HadoopUtils.java;private static final Logger LOG ;private static final Logger LOG 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/util/HadoopUtils.java;public static Counter getCounter(JobContext ctx, String group, String counter) ;public static Counter getCounter(JobContext ctx, String group, String counter) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ProtobufBlockWriter.java;public ProtobufBlockWriter(OutputStream out, Class<M> protoClass) ;public ProtobufBlockWriter(OutputStream out, Class<M> protoClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ProtobufBlockWriter.java;public ProtobufBlockWriter(OutputStream out, Class<M> protoClass, int numRecordsPerBlock) ;public ProtobufBlockWriter(OutputStream out, Class<M> protoClass, int numRecordsPerBlock) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoThriftBlockInputFormat.java;public LzoThriftBlockInputFormat() ;public LzoThriftBlockInputFormat() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoThriftBlockInputFormat.java;@SuppressWarnings("unchecked")  public static <M extends TBase<?>> Class<LzoThriftBlockInputFormat>     getInputFormatClass(Class<M> thriftClass, Configuration jobConf) ;@SuppressWarnings("unchecked")  public static <M extends TBase<?>> Class<LzoThriftBlockInputFormat>     getInputFormatClass(Class<M> thriftClass, Configuration jobConf) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoThriftBlockInputFormat.java;@Override  public RecordReader<LongWritable, ThriftWritable<M>> createRecordReader(InputSplit split,      TaskAttemptContext taskAttempt) throws IOException, InterruptedException ;@Override  public RecordReader<LongWritable, ThriftWritable<M>> createRecordReader(InputSplit split,      TaskAttemptContext taskAttempt) throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoThriftBlockRecordReader.java;private static final Logger LOG ;private static final Logger LOG 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoThriftBlockRecordReader.java;public LzoThriftBlockRecordReader(TypeRef<M> typeRef) ;public LzoThriftBlockRecordReader(TypeRef<M> typeRef) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private static final Logger LOG ;private static final Logger LOG 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private static BagFactory bagFactory_ ;private static BagFactory bagFactory_ 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private static TupleFactory tupleFactory_  ;private static TupleFactory tupleFactory_  
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private Class<? extends TBase<?>> tClass_;private Class<? extends TBase<?>> tClass_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private ThriftProtocol tProtocol_ ;private ThriftProtocol tProtocol_ 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private Deque<PigContainer> containerStack_ ;private Deque<PigContainer> containerStack_ 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private PigContainer curContainer_;private PigContainer curContainer_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private Tuple curTuple_;private Tuple curTuple_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java; // We want something that provides a generic interface for populating // Pig Tuples, Bags, and Maps. This does the trick. private abstract class PigContainer ; // We want something that provides a generic interface for populating // Pig Tuples, Bags, and Maps. This does the trick. private abstract class PigContainer 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;StructDescriptor structDesc;TStruct structDesc
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;FieldDescriptor curFieldDesc;FieldDescriptor curFieldDesc
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public abstract Object getContents();@Override    public Object getContents() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public abstract void add(Object o) throws TException;@Override    public void add(Object o) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public void setCurField(TField tField) throws TException ;public void setCurField(TField tField) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java; private class TupleWrap extends PigContainer ; private class TupleWrap extends PigContainer 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private final Tuple t;private final Tuple t
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public TupleWrap(int size) ;public TupleWrap(int size) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java; private class BagWrap extends PigContainer ; private class BagWrap extends PigContainer 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;List<Tuple> tuples;List<Tuple> tuples
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public BagWrap(int size) ;public BagWrap(int size) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java; private class MapWrap extends PigContainer ; private class MapWrap extends PigContainer 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private final Map<String, Object> map;private final Map<String, Object> map
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;String currKey ;String currKey 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public MapWrap(int size) ;public MapWrap(int size) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private void pushContainer(PigContainer c) ;private void pushContainer(PigContainer c) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private PigContainer popContainer() throws TException ;private PigContainer popContainer() throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public static <M extends TBase<?>> ThriftToPig<M> newInstance(Class<M> tClass) ;public static <M extends TBase<?>> ThriftToPig<M> newInstance(Class<M> tClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public static <M extends TBase<?>> ThriftToPig<M> newInstance(TypeRef<M> typeRef) ;public static <M extends TBase<?>> ThriftToPig<M> newInstance(TypeRef<M> typeRef) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public ThriftToPig(Class<M> tClass) ;public ThriftToPig(Class<M> tClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public void reset() ;public void reset() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public Tuple getPigTuple(M thriftObj) throws TException ;public Tuple getPigTuple(M thriftObj) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;static private Map<Integer, String> extractEnumMap(FieldValueMetaData field) ;static private Map<Integer, String> extractEnumMap(FieldValueMetaData field) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java; /**  * holds relevant info for a field in a Thrift Struct including  * index into tuple array.  */ private static class FieldDescriptor ; /**  * holds relevant info for a field in a Thrift Struct including  * index into tuple array.  */ private static class FieldDescriptor 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;TFieldIdEnum fieldEnum;TFieldIdEnum fieldEnum
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;int tupleIdx;int tupleIdx
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;Map<Integer, String> enumMap ;Map<Integer, String> enumMap 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java; /**  * describes a Thrift struct. Contains following info :  * <li> Thrift field descriptor map  * <li> ...  */ private static class StructDescriptor ; /**  * describes a Thrift struct. Contains following info :  * <li> Thrift field descriptor map  * <li> ...  */ private static class StructDescriptor 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;Map<Short, FieldDescriptor> fieldMap;Map<Short, FieldDescriptor> fieldMap
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;public StructDescriptor(Class<? extends TBase<?>> tClass) ;public StructDescriptor(Class<? extends TBase<?>> tClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private Map<TStruct, StructDescriptor> structMap;private Map<TStruct, StructDescriptor> structMap
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private void updateStructMap(Class<? extends TBase<?>> tClass) ;private void updateStructMap(Class<? extends TBase<?>> tClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;private void updateStructMap(FieldValueMetaData field) ;private void updateStructMap(FieldValueMetaData field) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java; private class ThriftProtocol extends TProtocol ; private class ThriftProtocol extends TProtocol 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;ThriftProtocol() ;ThriftProtocol() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeBinary(byte[] bin) throws TException ;@Override    public void writeBinary(byte[] bin) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeBool(boolean b) throws TException ;@Override    public void writeBool(boolean b) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeByte(byte b) throws TException ;@Override    public void writeByte(byte b) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeDouble(double dub) throws TException ;@Override    public void writeDouble(double dub) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeFieldBegin(TField field) throws TException ;@Override    public void writeFieldBegin(TField field) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeFieldEnd() throws TException ;@Override    public void writeFieldEnd() throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeFieldStop() throws TException ;@Override    public void writeFieldStop() throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeI16(short i16) throws TException ;@Override    public void writeI16(short i16) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/pig/piggybank/ThriftToPig.java;@Override    public void writeI32(int i32) throws TException ;@Override    public void writeI32(int i32) throws TException 
